Topic,Count,Name,Representation,Representative_Docs
141,14,141_akad_kritikkritik_subsidi_seakanakan,"['akad', 'kritikkritik', 'subsidi', 'seakanakan', 'massal', 'bravo', 'seakan', 'hadir', 'ribu', 'terlihat']","['kegiatan akad massal ribu rumah subsidi hari sabtu lalu di serang banten di sini terlihat kalau menlu ri hadir seakan menjawab kritikkritik di luar sana bahwa seakanakan menlu ri tidak hadir dan bekerja bravo', 'kegiatan akad massal ribu rumah subsidi hari sabtu lalu di serang banten di sini terlihat kalau menlu ri hadir seakan menjawab kritikkritik di luar sana bahwa seakanakan menlu ri tidak hadir dan bekerja bravo', 'kegiatan akad massal ribu rumah subsidi hari sabtu lalu di serang banten di sini terlihat kalau menlu ri hadir seakan menjawab kritikkritik di luar sana bahwa seakanakan menlu ri tidak hadir dan bekerja bravo']"
142,14,142_foto_namtan_sumatera_becak,"['foto', 'namtan', 'sumatera', 'becak', 'gubernurpresiden', 'dokumentasi', 'disembunyiin', 'berbekal', 'aktifitas', 'suryafoc']","['foto ini berasal dari pertemuan presiden prabowo subianto dan anies baswedan di posko pengungsian korban bencana banjir dan longsor di sumatera aceh dan sumatera utara pada sekitar desember mereka terlihat minum kopi bersama saat memberikan bantuan gambar beredar', 'namanya jg presiden npd dateng ke lokasi foto foto ngomong ngalur ngidul abis itu pulang yg penting udh ada dokumentasi', 'sepertinya udah menjalar ke yang lain model begini modal foto doang kerja abis foto tidur lagi atau ngeluyur']"
143,14,143_program_mbg_dakwah_junior,"['program', 'mbg', 'dakwah', 'junior', 'proyek', 'pemeriksaangratis', 'win', 'kesehatanuntuksemua', 'fia', 'indonesiapeduli']","['bupati adalah conductor dan arranger program mbg di daerah lumajang selama ini kepala daerah seolaholah hanya menjadi penonton dalam pelaksanaan program makan bergizi gratis mbg namun setelah keputusan presiden keppres nomor tahun tentang tim koordinas antar', 'program cek kesehatan gratis ini merupakan salah satu program quick win presiden prabowo subianto yang menyasar juta masyarakat sehatbersama kesehatanuntuksemua indonesiapeduli pemeriksaangratis', 'program cek kesehatan gratis ini merupakan salah satu program quick win presiden prabowo subianto yang menyasar juta masyarakat sehatbersama kesehatanuntuksemua indonesiapeduli pemeriksaangratis']"
144,14,144_wn_brutal_terancam_area,"['wn', 'brutal', 'terancam', 'area', 'bersenjata', 'tambang', 'aksi', 'emas', 'serang', 'kedaulatan']","['kedaulatan negara sudah terancam secara nyata aksi brutal wn china bersenjata serang tni di area tambang emas', 'kedaulatan negara sudah terancam secara nyata aksi brutal wn china bersenjata serang tni di area tambang emas', 'kedaulatan negara sudah terancam secara nyata aksi brutal wn china bersenjata serang tni di area tambang emas']"
145,14,145_games_sea_atlet_menpora,"['games', 'sea', 'atlet', 'menpora', 'medali', 'bonus', 'erick', 'emas', 'miliar', 'thailand']","['menpora erick menegaskan bonus rp miliar di sea games bukan sekadar angka tapi bentuk dukungan serius presiden prabowo ke atlet nasional berita menpora olahragaindonesia seagames', 'bonus rp miliar untuk atlet sea games disebut menpora erick thohir sebagai bukti nyata komitmen presiden prabowo mendukung olahraga indonesia berita menpora erickthohir seagames', 'prestasi gemilang sea games atlet indonesia dapat bonus fantastis presiden prabowo turut menyampaikan rasa bangga dan salam kepada seluruh atlet sea games']"
146,13,146_geopolitik_catatan_petani_sdmpetaniunggul,"['geopolitik', 'catatan', 'petani', 'sdmpetaniunggul', 'petanigodigital', 'avic', 'nahkoda', 'lumbung', 'geostrategis', 'geografi']","['catatan geostrategis internasional petani indonesia sebagai nahkoda arah bangsabangsa membangun dunia baru sdmpetaniunggul petanigodigital ccpresiden amp kanda menteri', 'siap kandasuksesampsehat selalu kanda menteri laporan catatan geopolitik internasional petani indonesia menuju lumbung pangan dunia yang damai sdmpetaniunggul petanigodigital ccpresiden amp mas', 'catatan geopolitik internasional petani indonesia menuju lumbung pangan dunia yang damai sdmpetaniunggul petanigodigital ccpresident kanda menteri mas']"
147,13,147_orang_instansi_bisnis_lain,"['orang', 'instansi', 'bisnis', 'lain', 'mereka', 'congkak', 'berkerak', 'disekap', 'eiitts', 'crab']","['atas nama agama kedatangan mereka diterima yg padahal kelakuan dan budaya buruk sedang dipertontonkan yg bila dibiarkan hanya akan membuat gaduh negara ini usir dan kembalikan mereka dari negeri ini', 'para menlu negaranegara kelompok tujuh g merampungkan pertemuan mereka yang berlangsung selama dua hari pada rabu dengan mengeluarkan pernyataan bersama yang membahas krisis ukraina dan situasi di timur tengah serta beberapa topik lainnya', 'ini orang emang dasar otak bisnis negara aja dijadikan ladang bisnis sama ini orang udah gendut pak instansi pusat itu ngapain bikin badansatgas baru bnpb kagak bisa kerja bingung gua pola pikir ini orang']"
148,13,148_produkproduk_tkdn_sepakat_hapus,"['produkproduk', 'tkdn', 'sepakat', 'hapus', 'syarat', 'trump', 'dengan', 'as', 'produk', 'ngajak']","['sepakat dengan trump prabowo hapus syarat tkdn produkproduk as', 'sepakat dengan trump prabowo hapus syarat tkdn produkproduk as', 'sepakat dengan trump prabowo hapus syarat tkdn produkproduk as']"
149,13,149_nguji_ngajarin_kesabaran_sabar,"['nguji', 'ngajarin', 'kesabaran', 'sabar', 'usah', 'wni', 'gw', 'nih', 'banget', 'ga']","['ga usah ngajarin gw sabar jadi wni aja udah nguji kesabaran banget nih', 'ga usah ngajarin gw sabar jadi wni aja udah nguji kesabaran banget nih', 'ga usah ngajarin gw sabar jadi wni aja udah nguji kesabaran banget nih']"
150,13,150_tertukar_sapa_nyuruh_siapa,"['tertukar', 'sapa', 'nyuruh', 'siapa', 'pemberontakan', 'adaaaa', 'snow', 'yang', 'tersandera', 'tarakarta']","['betul presiden yang tertukar', 'presiden yg tertukar', 'presiden yg tertukar']"
151,12,151_diuji_nabi_firaun_penyakit,"['diuji', 'nabi', 'firaun', 'penyakit', 'kemiskinan', 'nuh', 'ngeres', 'ayyub', 'pemerintahnya', 'planga']","['nabi nuh diuji dengan bencana nabi ayyub diuji dengan penyakit dan kemiskinan nabi musa diuji dengan firaun dan wni diuji dengan bencana penyakit kemiskinan dan pemerintahnya yang mirip firaun dan punya wapres yang planga plongo dan otak yg ngeres', 'nabi nuh diuji dengan bencana nabi ayyub diuji dengan penyakit dan kemiskinan nabi musa diuji dengan firaun dan wni diuji dengan bencana penyakit kemiskinan dan pemerintahnya yang mirip firaun dan punya wapres yang planga plongo dan otak yg ngeres', 'nabi nuh diuji dengan bencana nabi ayyub diuji dengan penyakit dan kemiskinan nabi musa diuji dengan firaun dan wni diuji dengan bencana penyakit kemiskinan dan pemerintahnya yang mirip firaun dan punya wapres yang planga plongo dan otak yg ngeres']"
152,12,152_wn_brutal_terancam_area,"['wn', 'brutal', 'terancam', 'area', 'bersenjata', 'tambang', 'aksi', 'emas', 'serang', 'kedaulatan']","['kedaulatan negara sudah terancam secara nyata aksi brutal wn china bersenjata serang tni di area tambang emas', 'kedaulatan negara sudah terancam secara nyata aksi brutal wn china bersenjata serang tni di area tambang emas', 'kedaulatan negara sudah terancam secara nyata aksi brutal wn china bersenjata serang tni di area tambang emas']"
153,12,153_hambalang_rapat_hunian_huniankorbanbencana,"['hambalang', 'rapat', 'hunian', 'huniankorbanbencana', 'korban', 'pembangunan', 'percepatan', 'dorong', 'memulihkan', 'terdampak']","['rapat darurat di hambalang menegaskan fokus presiden prabowo pada percepatan hunian dan pemenuhan kebutuhan dasar korban bencana huniankorbanbencana memulihkan warga terdampak', 'rapat di hambalang presiden prabowo dorong percepat pembangunan hunian korban bencana untuk memulihkan warga terdampak huniankorbanbencana', 'rapat di hambalang presiden prabowo dorong percepatan pembangunan hunian korban bencana huniankorbanbencana memulihkan warga terdampak']"
154,12,154_rehabilitasi_indonesiabangkit_tanggapbencana_fase,"['rehabilitasi', 'indonesiabangkit', 'tanggapbencana', 'fase', 'jangka', 'negarahadir', 'panjang', 'sumatera', 'prioritas', 'barat']","['pasca banjir dan longsor di aceh sumatera utara dan sumatera barat pemerintah masuk fase rehabilitasi dan rekonstruksi presiden prabowo subianto menegaskan pemulihan jangka panjang sebagai prioritas nasional negarahadir tanggapbencana indonesiabangkit', 'pasca banjir dan longsor di aceh sumatera utara dan sumatera barat pemerintah masuk fase rehabilitasi dan rekonstruksi presiden prabowo subianto menegaskan pemulihan jangka panjang sebagai prioritas nasional negarahadir tanggapbencana indonesiabangkit', 'pasca banjir dan longsor di aceh sumatera utara dan sumatera barat pemerintah masuk fase rehabilitasi dan rekonstruksi presiden prabowo subianto menegaskan pemulihan jangka panjang sebagai prioritas nasional negarahadir tanggapbencana indonesiabangkit']"
155,11,155_diplomasi_kemenkum_kanwilkemenkumdiy_kanwil,"['diplomasi', 'kemenkum', 'kanwilkemenkumdiy', 'kanwil', 'diy', 'setahunberdampak', 'layananhukummakinmudah', 'kementerianhukum', 'bsk', 'djki']","['pertemuan djki amp bsk kemenkum dengan kemenlu bahas proposal indonesia tentang royalti di lingkungan digital legally binding instrument kementerianhukum kanwilkemenkumdiy layananhukummakinmudah setahunberdampak kanwil kemenkum diy', 'kemenkum ri amp kemenlu ri perkuat diplomasi jelang pembahasan indonesian proposal di forum wipo desember kementerianhukum kanwilkemenkumdiy layananhukummakinmudah setahunberdampak kanwil kemenkum diy', 'koordinasi yang baik antara djki bsk hukum dan kemenlu adalah kunci sukses diplomasi kementerianhukum kanwilkemenkumdiy layananhukummakinmudah setahunberdampak kanwil kemenkum diy']"
156,11,156_australia_sydney_pantai_bondi,"['australia', 'sydney', 'pantai', 'bondi', 'hanukkah', 'sehubungan', 'insiden', 'penembakan', 'tiba', 'disambut']","['presiden parlemen eropa roberta metsola bereaksi lewat cuitan x sehubungan insiden pantai bondi saya benarbenar ngeri melihat gambargambar yang muncul tentang serangan mengerikan terhadap begitu banyak orang di pantai bondi saat perayaan hanukkah dimulai di sydney', 'kaja kallas wakil presiden komisi eropa sehubungan insiden pantai bondi saya sangat terkejut dengan gambargambar mengerikan dari penembakan saat perayaan hanukkah di pantai bondi australia', 'presiden volodymyr zelensky bereaksi sehubungan insiden pantai bondi ukraina menyatakan solidaritasnya dengan australia dalam menghadapi serangan teroris brutal di pantai bondi sydney yang menargetkan komunitas yahudi pada awal hanukkah kami menyampaikan belasungkawa kepa']"
157,11,157_km_lorong_patuhi_papan,"['km', 'lorong', 'patuhi', 'papan', 'ditutup', 'penyelenggaraan', 'awas', 'harap', 'tanda', 'maklum']","['hrs awas kerja penyelenggaraan km km arah selatan dari klia ke bandar serenia lorong kanan ditutup patuhi arahan papan tanda harap maklum', 'hrs awas kerja penyelenggaraan km km arah selatan dari alor pongsu ke bukit merah lorong kanan ditutup patuhi arahan papan tanda harap maklum', 'hrs awas kerja penyelenggaraan km km arah selatan dari alor pongsu ke bukit merah lorong kanan ditutup patuhi arahan papan tanda harap maklum']"
158,11,158_bahas_kumpulkan_percepatan_hunian,"['bahas', 'kumpulkan', 'percepatan', 'hunian', 'persiapan', 'korban', 'sumatera', 'huniankorbanbencana', 'libur', 'panggil']","['presiden prabowo kumpulkan mentri bahas percepatan hunian korban bencana sumatera huniankorbanbencana memulihkan warga terdampak', 'presiden prabowo kumpulkan menteri bahas percepatan hunian korban bencana sumatera', 'presiden prabowo kumpulkan menteri bahas percepatan hunian korban bencana sumatera huniankorbanbencana memulihkan warga terdampak']"
159,11,159_nepalkanpejabatbusuk_nepalkan_nepal_melawan,"['nepalkanpejabatbusuk', 'nepalkan', 'nepal', 'melawan', 'putusan', 'tenda', 'pm', 'berpenghuni', 'assegaf', 'genzmilenial']","['presiden prabowo diminta pecat bahlil dan dirut pln buntut kebohongan soal listrik di aceh pulih nepalkanpejabatbusuk nepalkanpejabatbusuk', 'nepalkanpejabatbusuk nepalkanpejabatbusuk kapolri melawan presiden dan mk kesimpulannya apa', 'nepalkan pejabat busuk semakin hari negara semakin kacau polri berani melawan putusan mk dgn putusan kapolri yg menetapkan anggota polri boleh menduduki jabatan sipil pak msh presiden ri nepalkanpejabatbusuk nepalkanpejabatbusuk']"
160,11,160_optimisme_evakuasiprioritas_dukasumateradukakita_pemerintahcepattanggap,"['optimisme', 'evakuasiprioritas', 'dukasumateradukakita', 'pemerintahcepattanggap', 'sinergiuntuknegeri', 'berbagi', 'haru', 'tumbuh', 'empati', 'bertemu']","['haru saat pemimpin datang dengan empati harapan tumbuh presiden prabowo bertemu korban banjir aceh berbagi kekuatan dan optimisme sinergiuntuknegeri pemerintahcepattanggap negarahadir dukasumateradukakita evakuasiprioritas', 'haru saat pemimpin datang dengan empati harapan tumbuh presiden prabowo bertemu korban banjir aceh berbagi kekuatan dan optimisme sinergiuntuknegeri pemerintahcepattanggap negarahadir dukasumateradukakita evakuasiprioritas', 'haru saat pemimpin datang dengan empati harapan tumbuh presiden prabowo bertemu korban banjir aceh berbagi kekuatan dan optimisme sinergiuntuknegeri pemerintahcepattanggap negarahadir dukasumateradukakita evakuasiprioritas']"
161,11,161_hunian_sumatra_pembangunan_tetap,"['hunian', 'sumatra', 'pembangunan', 'tetap', 'warga', 'huniankorbanbencana', 'sementara', 'terdampak', 'memulihkan', 'seluruh']","['pembangunan hunian sementara dan hunian tetap untuk seluruh warga terdampak bencana di sumatra presiden ingin secepat mungkin segera selesai terbangun jelasnya', 'dalam rangka pemulihan bencana presiden prabowo secara tegas mendesak pembangunan hunian sementara dan hunian tetap bagi seluruh warga di sumatra dipercepat secepatnya huniankorbanbencana memulihkan warga terdampak', 'presiden prabowo subianto secara tegas mendesak pembangunan hunian sementara dan hunian tetap bagi seluruh warga di sumatra agar dipercepat huniankorbanbencana memulihkan warga terdampak']"
162,11,162_huntara_huntap_huniankorbanbencana_memulihkan,"['huntara', 'huntap', 'huniankorbanbencana', 'memulihkan', 'sumatra', 'hunian', 'terdampak', 'pembangunan', 'warga', 'sementara']","['presiden prabowo perintahkan percepatan huntara dan huntap di sumatra langkah cepat negara hadir untuk memulihkan warga terdampak pascabencana huniankorbanbencana', 'presiden perintah percepatan pembangunan hunian sementara huntara dan hunian tetap huntap bagi seluruh korban bencana di sumatra huniankorbanbencana memulihkan warga terdampak', 'presiden prabowo secara tegas mendesak pembangunan hunian sementara huntara dan hunian tetap huntap bagi seluruh warga di sumatra huniankorbanbencana memulihkan warga terdampak']"
163,10,163_terisolasi_zonauang_amp_riba,"['terisolasi', 'zonauang', 'amp', 'riba', 'menutupi', 'tanggung', 'juga', 'tegar', 'didunia', 'silahkan']","['mantap daerahdaerah yang sempet terisolasi kayak takengon amp bener meriah itu udah mulai dibuka aksesnya lho presiden prabowo apresiasi banget kerja keras petugas di lapangan yang udah matimatian buka jalan salut aceh tamiang juga udah nyambung zonauang', 'keren banget sih rakyat di sana tetap tegar amp sabar presiden prabowo juga udah siapin rencana alokasi perumahan buat warga terdampak lho ini bukti kalo pemerintah beneran hadir amp peduli semangat terus buat semua ayo kita samasama dukung zonauang', 'menjauhi riba dan kegiatan halal adalah takwa mau muslim ttp riba silahkan mau sambil jualan alkohol dan babi juga silahkan bkn kalah bersaing tp menyelamatkan diri dr dosa toh dosa dan amal d tanggung masing bkn d tanggung presiden']"
164,10,164_bajingan_boneka_apakah_jitak,"['bajingan', 'boneka', 'apakah', 'jitak', 'part', 'seumuran', 'tokoh', 'para', 'takeshi', 'okarun']","['tokoh dunia yang seumuran dengan presiden ri part', 'presiden bajingan tolol jilid', 'apakah presiden boneka para bajingan apakah presiden boneka para bajingan apakah presiden boneka para bajingan apakah presiden boneka para bajingan apakah presiden boneka para bajingan']"
